mV_1,uA_1,i1_bac1,i1_bac2,i1_bac3,i1_bac4,i1_bac5,mV_2,uA_2,i2_bac1,i2_bac2,i2_bac3,i2_bac4,i2_bac5,mV_3,uA_3,i3_bac1,i3_bac2,i3_bac3,i3_bac4,i3_bac5,mV_4,uA_4,i4_bac1,i4_bac2,i4_bac3,i4_bac4,i4_bac5,mV_5,uA_5,i5_bac1,i5_bac2,i5_bac3,i5_bac4,i5_bac5
450.0,33.88182,33.790390279948305,29.097619392874503,26.991368390763324,25.657905955960207,24.836868371141563,450.0,29.3353,34.048558022041156,29.33117409083101,27.137068876897693,25.71010459923609,24.862774032208314,450.0,27.63753,33.6400201040965,28.899203014190764,26.692090082289443,25.237392903925475,24.37547237469231,450.0,26.83181,33.51144965841081,28.763370307158944,26.552864589322972,25.074015837750313,24.19522493696195,450.0,25.96855,33.58939521460808,28.842504607537105,26.63095090517792,25.12999353176723,24.234826970848204
440.0,33.62283,33.491940774516564,28.80495029997474,26.58848843270651,25.107521231595356,24.34780075872687,440.0,29.13387,33.83757521731983,29.090893074594817,26.833143857850132,25.323015617641854,24.519586717292015,440.0,27.4361,33.37749200736196,28.59209321988188,26.33644878872577,24.820609459870067,23.992521319631205,440.0,26.63039,33.16832767223593,28.36933043032156,26.11594245845997,24.58419177687716,23.735411293906203,440.0,25.76712,33.166997885029026,28.365410576873067,26.114204909647114,24.564634107303426,23.69829363291445
430.0,33.39263,33.18453334254038,28.490943775061037,26.130155682842833,24.45787876610526,23.766192681302297,430.0,28.93243,33.629508301729366,28.839793068165925,26.53099166350215,24.954385242852396,24.196304308641476,430.0,27.26345,33.12396443672947,28.28383018814373,25.991186582284882,24.430379577752777,23.640862374651988,430.0,26.45774,32.82917428760824,27.971449369554836,25.68549134215132,24.11665846425826,23.304126595873065,430.0,25.59447,32.739128978650065,27.87620375366729,25.59491250194147,24.012843054322502,23.182505452689735
420.0,33.33507,32.86082645329597,28.145497080518577,25.684639687508213,23.879640385729033,23.241452158484144,420.0,28.90365,33.42084548070404,28.575515178954625,26.236814133147302,24.621057917694973,23.90545070698309,420.0,21.76734,32.88021767208504,27.97849046463078,25.663221251120117,24.076919143005597,23.328107084725364,420.0,13.88286,32.50022211742174,27.579757608120122,25.27336559329745,23.68524391339283,22.913183444743602,420.0,14.60225,32.3178672794266,27.390890945144577,25.090551603568997,23.49357820364009,22.704627160544756
410.0,32.96099,32.511487859659276,27.755534395754328,25.331774954632408,23.57236740789161,22.948143340046908,410.0,28.58712,33.20730160852111,28.296295278943575,25.954190399465723,24.33291807277094,23.65382303716749,410.0,26.22754,32.64660767827511,27.680727854349122,25.358935221506968,23.768321221052542,23.0599680546384,410.0,24.58734,32.18794824930996,27.20511737641512,24.891607037527805,23.30290999557707,22.57344325003983,410.0,23.89673,31.916161747920615,26.926731373082355,24.61937563230543,23.025659614495442,22.28148703025992
400.0,32.75956,32.130189252170666,27.309758619126363,24.992669028930695,23.367255904309218,22.73796852544441,400.0,28.38569,32.98385637907282,28.001370172441888,25.681194262677703,24.085779903854892,23.436203836816087,400.0,26.25631,32.42270492474462,27.395285889751477,25.083407834164095,23.509430626197656,22.839301348575646,400.0,24.93264,31.89834476719057,26.85827366221718,24.55140721067823,22.980593076711035,22.293777495249024,400.0,24.27081,31.54667519387429,26.500865273395714,24.198987156168364,22.626267871596415,21.92817272315443
390.0,32.52937,31.708528695212188,26.79325179427121,24.573921947708172,23.065728507244188,22.43348923826743,390.0,28.24182,32.74468202016124,27.691310724883273,25.412721868247168,23.86643115662968,23.239752630390605,390.0,26.1412,32.206844187713074,27.12629660742245,24.8397692455432,23.30128158256182,22.66559669172126,390.0,24.96142,31.636054162290687,26.548711511013085,24.261955082305946,22.72604211782532,22.079999551007052,390.0,24.32835,31.22045622045029,26.12874559629417,23.844753616949273,22.309349674965137,21.656528921478337
380.0,32.32794,31.233152304390448,26.183240577485222,24.053502483368224,22.6426245557363,22.007953391089163,380.0,28.06917,32.48307635063506,27.368394288632516,25.144655021005594,23.661909827138615,23.052201763224858,380.0,26.02611,31.995583758399047,26.876338774493547,24.628576819963495,23.140899111260705,22.53474192038735,380.0,24.90386,31.403397184280433,26.283362572174408,24.029210551093026,22.542692127372543,21.933802323496696,380.0,24.27081,30.94549664682029,25.8224456418588,23.568138382810886,22.084006172196556,21.47362781868013
370.0,32.12651,30.68675512772055,25.450885994376858,23.405583445864636,22.073296910009816,21.436089006274933,370.0,27.89651,32.191542305216196,27.037137895449703,24.87579862307193,23.463464923336915,22.865436708666614,370.0,25.88223,31.783076748216597,26.645232948952074,24.447013789764206,23.021023640599083,22.438674094360266,370.0,24.81753,31.1993338003603,26.065226780008864,23.85465172402938,22.42859903670872,21.85173080362265,370.0,24.18448,30.72524625872487,25.5889327964272,23.3750331922563,21.952945872079415,21.380291918593
360.0,27.86774,30.11276022249938,24.763351200720574,22.78787167241319,21.519150835626526,20.880070128900826,360.0,15.17776,31.86098595873589,26.701728629879405,24.605509536091486,23.26429351355693,22.673184673713834,360.0,13.96918,31.560372490453823,26.42860209203927,24.287826989369595,22.929525143719637,22.364716405156532,360.0,12.81817,31.018411688329596,25.89199961704089,23.734061994730023,22.375472172020817,21.824231585692942,360.0,12.12755,30.55716943846371,25.428412352392108,23.264188349479817,21.911088994025288,21.369755380008126
350.0,31.14815,29.562133755274754,24.315440701716014,22.385701076223675,21.16917662475152,20.52969955005539,350.0,26.02611,31.477848935765184,26.356696470196702,24.324857746453034,23.050559463914535,22.46194803369278,350.0,24.0406,31.31473156005756,26.21643822861627,24.138204038251533,22.84867101355606,22.294777055175484,350.0,23.03347,30.84976917531584,25.754816173900775,23.656444266432047,22.367863135102734,21.834844785793457,350.0,22.4004,30.431437786624883,25.332853859034007,23.225843431743694,21.944412897776022,21.426554271876004
340.0,31.11937,28.962287880758463,23.926427141373246,22.0320452070883,20.8560000423238,20.216177551565572,340.0,26.40019,31.022053676192687,25.979785202085388,24.009744583509324,22.79432718745337,22.203887196954188,340.0,24.501,31.029112211868988,25.992152377468926,23.979041523820324,22.754702995608216,22.204872681493587,340.0,23.52265,30.676266825736867,25.637228439184906,23.603159008778416,22.382584061919374,21.85961753184929,340.0,22.91836,30.329858120577487,25.284814009414454,23.24066224045795,22.029127277272078,21.525735983419718
330.0,30.97549,28.22437501412952,23.382069736221528,21.523823828577555,20.375900197180854,19.73342723575779,330.0,26.45774,30.46916211440728,25.53737469838394,23.62581001178916,22.45837999503665,21.861694514022474,330.0,24.61611,30.68193341251211,25.732427891904617,23.784914988307168,22.618042691639968,22.06530056276473,330.0,23.63774,30.473820929528518,25.514513041742823,23.547369443760154,22.38841997270542,21.86680890460584,330.0,23.06223,30.225135350690127,25.256664071058637,23.27907038801559,22.131261955929,21.632472544528827
320.0,30.83161,27.307992523628553,22.64005492507377,20.816867303362486,19.68559888921252,19.03659820530143,320.0,26.40019,29.794311984476995,24.994511068171512,23.13783151543531,22.005560758758573,21.398059814503714,320.0,24.61611,30.247051789779366,25.407693272608125,23.524588765406353,22.40397073011123,21.84130387377212,320.0,23.66652,30.21100559123167,25.35337181897878,23.453848550354778,22.346176005569678,21.816930872340116,320.0,23.09101,30.080564247634637,25.210316933397454,23.301082524982913,22.20673933923768,21.702151773041564
310.0,30.68774,26.163026664173277,21.65411376050109,19.864380625164642,18.73798179507942,18.077685919932883,310.0,26.34263,28.974922955550692,24.319938218126264,22.514554618751134,21.40351342683545,20.78052561411417,310.0,24.55856,29.693793866862848,24.982768759400177,23.161652177989204,22.073372213529872,21.493817430813102,310.0,23.63774,29.84898514924138,25.11205936624107,23.279179579220045,22.209081527575123,21.6631494704955,310.0,23.06223,29.850232876127308,25.097530387641655,23.25668981054734,22.20198860555608,21.681004813385
300.0,30.51508,24.72500167916466,20.364020051804705,18.607374511921982,17.47297543673494,16.79541724849538,300.0,26.28509,27.99292781950173,23.488365844693647,21.7309058034982,20.626835526355535,19.98372785861457,300.0,24.501,28.98691190870502,24.417378185724928,22.654992541923175,21.58326579502235,20.980005134518056,300.0,23.58019,29.341840029954522,24.740963844556997,22.972377443287538,21.9235725311242,21.352068581116644,300.0,23.03347,29.479803316883164,24.86084044592272,23.086857653197114,22.055140126529068,21.50730945102402
290.0,11.00532,23.224972066926274,18.995957809652765,17.271846312054894,16.122591568156857,15.42581708528279,290.0,7.35082,26.832600954278178,22.47825748941233,20.765681045376752,19.65464424351357,18.98696641994944,290.0,5.71062,28.08644438436022,23.666464606500014,21.95905227969076,20.8870715705329,20.253539852639932,290.0,4.35817,28.63735523920202,24.18367517718293,22.475968477961796,21.430487085508226,20.82493100175047,290.0,3.43737,28.9079118331586,24.435151580951104,22.725158990895565,21.697816169003218,21.11318544482414
280.0,26.71673,21.94643791045866,17.827054595140076,16.13330075788253,14.970238040534054,14.258046672370812,280.0,22.71693,25.468273720041264,21.25972892947815,19.589394815234662,18.458073985603114,17.761520503752447,280.0,21.01917,26.947776803266084,22.68059940248164,21.02416726812654,19.934927988962222,19.26493696011406,280.0,19.98326,27.678342054434765,23.37858227333754,21.72757509896735,20.666720238173518,20.019282278532213,280.0,19.35021,28.068200385137622,23.749979232713866,22.100038784770717,21.057506792475046,20.426970256130883
270.0,27.72386,20.596919659994295,16.57334290316207,14.90927278426593,13.728353920434998,13.00027866385839,270.0,23.75284,23.855353786558023,19.785638174321925,18.155347597787625,16.991055959552785,16.261278919927562,270.0,22.0551,25.522540396972733,21.40711383446459,19.797621564939174,18.674712937383458,17.962603909563825,270.0,21.07673,26.40454252774687,22.261027223507302,20.66203917382384,19.56737370014054,18.871130798107913,270.0,20.44366,26.891954426890802,22.732303504109254,21.13767057710441,20.060487482841157,19.376130513967816
260.0,28.06917,18.795797722805684,14.864618238225733,13.232416385917954,12.020968105629652,11.270378727518692,260.0,24.12692,21.941176520770384,18.00197261175135,16.40989866961306,15.200782208610107,14.433395095650697,260.0,22.42918,23.760722485751817,19.792328839535486,18.225800135968587,17.05416396766268,16.295003993131076,260.0,21.47959,24.755111302597992,20.765996975494943,19.21407097779099,18.06838922817292,17.31759002227204,260.0,20.8753,25.311279770754226,21.309952719044855,19.765326908392865,18.635198363126666,17.890627335059786
250.0,28.18426,16.396829657199525,12.558765121963152,10.961749930086011,9.703251782512039,8.920657911591753,250.0,24.27081,19.684637606877512,15.86679422479903,14.311240113611383,13.0469419685234,12.237893296069451,250.0,22.63061,21.613529760314094,17.784450467651304,16.25701590208017,15.023665865196012,14.213491013035036,250.0,21.68102,22.6715963040072,18.83126741753234,17.321344995874643,16.109588863619642,15.299921832094011,250.0,21.10549,23.262707370949073,19.415394346890654,17.915144966032752,16.715966638035304,15.906615152903992
240.0,28.21304,13.234590211744528,9.494064908863088,7.9359710312041685,6.610383606435571,5.782818589814177,240.0,24.35713,17.06975368933793,13.36329954931857,11.842344784170052,10.515032376308396,9.661278394363434,240.0,22.71693,19.036036825733618,15.336203588403377,13.844094551074681,12.53876530326587,11.67485279889682,240.0,21.76734,20.101288250092583,16.400869016409054,14.927917389673299,13.63799900015962,12.766853343718516,240.0,21.19184,20.691073463116144,16.989772538623182,15.528130882627822,14.246918105734782,13.370317929326433
230.0,-23.41016,9.938361114429165,6.289793135141999,4.7694133813753705,3.3719455817254835,2.4956585341540216,230.0,-26.40281,14.102556751629994,10.496580340354496,9.007769137999246,7.613117200128682,6.713337723723936,230.0,-27.64015,15.98896106236528,12.406577906156384,10.946098019784946,9.56177431223876,8.642906819895844,230.0,-29.79831,17.000803707956635,13.428741470388202,11.987836919244995,10.611333675739592,9.678038842285897,230.0,-31.15076,17.55348687941252,13.986999075219456,12.558213561793256,11.185893043151172,10.241896495553238
220.0,9.62409,7.432539621406,3.853445523809913,2.361285605986594,0.9142176120931786,0.0032972458509535896,220.0,6.25736,10.77781665101673,7.26080277376282,5.80112485427803,4.338441652629484,3.3932457901607465,220.0,4.87614,12.440000685891514,8.962132512362368,7.529629379333895,6.062912926090374,5.089597856956889,220.0,3.17838,13.339788984235893,9.882468985549947,8.468843518020375,7.001537248939662,6.007565167812592,220.0,2.08492,13.823166650076455,10.377678761697567,8.976132732861728,7.508157418536415,6.499097136394201
210.0,14.34326,5.243760582839286,1.715697064628179,0.24316002253930447,-1.2325786272466124,-2.163957211391566,210.0,10.89021,7.047177983019133,3.6079180052200472,2.1741284998639387,0.6454154672350705,-0.34315562328471694,210.0,9.45144,8.366358686781272,4.979464527185552,3.571309551428318,2.02262415678844,0.9972553267167545,210.0,7.92633,9.104624444218258,5.746980975192466,4.356040365172378,2.79828007250058,1.7473943022484477,210.0,6.94798,9.492911234270192,6.15263111062003,4.7729261316684095,3.2096821037394174,2.140454187065859
200.0,16.61653,2.5043486071080405,-0.9784837694012793,-2.4345218048264208,-3.9338617827496405,-4.881717638449287,200.0,13.1347,2.8360862788662113,-0.5355475562829549,-1.946594522602592,-3.537648533436263,-4.56670053579514,200.0,11.69593,3.7597060439302163,0.45007607843701575,-0.9373556367059495,-2.5636744307006114,-3.6366959231015534,200.0,10.22838,4.301922324391069,1.0280178816388668,-0.3446605830200939,-1.987785419995566,-3.0894484509543143,200.0,9.30756,4.577947742469428,1.3257593111177588,-0.03723086424634895,-1.6902476664526378,-2.8121899636394847
190.0,17.99776,-1.1360781234096835,-4.574210811959333,-6.014403620443121,-7.539406873417484,-8.505494350288158,190.0,14.51591,-1.9104833351844945,-5.223404954621764,-6.614667563777333,-8.262928220914162,-9.328802512537877,190.0,13.04838,-1.367231170670603,-4.6131664779846675,-5.9835263461306045,-7.67920742867002,-8.79337248704509,190.0,11.63837,-1.038527467003663,-4.244974751609664,-5.603656225109272,-7.32233977642264,-8.466271723079007,190.0,10.77511,-0.882089004376844,-4.063979442656121,-5.415077506573879,-7.147327236956386,-8.312079861502388
180.0,18.94735,-6.010749970340342,-9.400880849272225,-10.823920960849705,-12.382514540337654,-13.372570569456503,180.0,15.43674,-7.192418208323301,-10.454707224402611,-11.82908485363506,-13.527501642657532,-14.625371078886259,180.0,13.96918,-6.974836840240144,-10.170323103301438,-11.52732891433284,-13.280196386335334,-14.426811010372239,180.0,12.64552,-6.86180197796889,-10.016952431965983,-11.36576118674225,-13.145708245965801,-14.321126295487613,180.0,11.78225,-6.822273955576948,-9.95172345643278,-11.295432270692443,-13.091642016493646,-14.287063694358682
170.0,19.60918,-12.499830387009622,-15.834610193595841,-17.237610174231666,-18.84410080224687,-19.867283718669313,170.0,16.09857,-12.928367727453304,-16.147970464859963,-17.50857191825092,-19.24719250971107,-20.370319084872857,170.0,14.63102,-12.99389602176181,-16.15176036373051,-17.49923279488374,-19.293326839252632,-20.461493255701498,170.0,13.33613,-13.08728240296391,-16.206770888334326,-17.549700662398465,-19.37255976276509,-20.56661416584977,170.0,12.53041,-13.152781077066912,-16.247145652922345,-17.587639577990878,-19.42835056508267,-20.64038615593145
160.0,-80.0115,-19.445502968297,-22.72332546563788,-24.106297801886363,-25.766432344687622,-26.826582582603525,160.0,-82.91783,-18.955645915954577,-22.141180410514263,-23.491623898612715,-25.256395416096193,-26.395276131146506,160.0,-84.1264,-19.327507561040985,-22.46009537951039,-23.80197046352036,-25.617827796466248,-26.794539246131556,160.0,-86.28457,-19.609709135166085,-22.708296892752408,-24.049206781479764,-25.89320830791769,-27.09131038356291,160.0,-87.66579,-19.7606431732152,-22.83627603513833,-24.177393182349928,-26.03972470445482,-27.25283506568787
150.0,-39.84095,-24.729278946393656,-27.963510146030995,-29.333101748219487,-31.027172465033065,-32.11139515919448,150.0,-42.80482,-25.096100718404276,-28.257262735284527,-29.60178183389284,-31.373951370550696,-32.51587239880758,150.0,-44.04217,-25.85707355857984,-28.976156796845387,-30.316454407193568,-32.13162493089766,-33.3020322495403,150.0,-46.28666,-26.301822921500708,-29.39309629474298,-30.73568635612305,-32.57647571120251,-33.76274980912861,150.0,-47.7542,-26.512889455530743,-29.584710417387868,-30.929940628688875,-32.78853980433542,-33.98622807115308
140.0,-29.39545,-28.550655536261488,-31.758833916051916,-33.123623689568994,-34.819190538815214,-35.905419254133804,140.0,-32.41688,-31.239629119913317,-34.38689215603672,-35.73012286954109,-37.486867252609635,-38.61628701778449,140.0,-33.683,-32.44901572799052,-35.56563627709593,-36.90837649961885,-38.69821779818436,-39.84610060539056,140.0,-35.81239,-33.01834689549778,-36.11445540081112,-37.462219668712486,-39.27386212320962,-40.4317144072981,140.0,-37.1936,-33.26097543385332,-36.342116771498944,-37.69458212257056,-39.52271768959677,-40.68813447049226
130.0,-23.32383,-32.24629353229208,-35.4414674516629,-36.80738936231266,-38.47584289010976,-39.54447492435493,130.0,-26.34525,-37.34712511081784,-40.49106917142274,-41.837684463731925,-43.55358277127703,-44.653109195014686,130.0,-27.66893,-38.95854267747847,-42.08279135406004,-43.431867418024524,-45.170595640528695,-46.27902685834815,130.0,-29.71199,-39.60102180644024,-42.71245208210309,-44.06861072364027,-45.82472850433337,-46.93751259962042,130.0,-31.03565,-39.8463376889116,-42.94786947674002,-44.31029634184262,-46.08104494095075,-47.19764759864816
120.0,-19.12261,-36.49041326109183,-39.683387525247944,-41.054115545953664,-42.67115437757268,-43.70517870776528,120.0,-22.17281,-43.386770177651066,-46.53746695600285,-47.89188240135945,-49.54047859059832,-50.59193766611487,120.0,-23.49648,-45.23015456581895,-48.370910874560145,-49.72993719661093,-51.39186315200889,-52.44401975885243,120.0,-25.45321,-45.88453712544231,-49.019924054566005,-50.38734002713973,-52.06232683549508,-53.114073809543804,120.0,-26.74811,-46.106837373820774,-49.23757375711319,-50.612257681806504,-52.29972339729805,-53.351958135462475
110.0,-15.9573,-41.84441233486848,-45.04444895915762,-46.423035501378116,-47.96615668869028,-48.949116769835804,110.0,-19.03628,-49.27398738207349,-52.44050989901773,-53.80670062982764,-55.36190495465384,-56.34733488202566,110.0,-20.35996,-51.097928748908004,-54.26259154180301,-55.63474475892667,-57.19560800479069,-58.17566733763605,110.0,-22.25913,-51.70334865786486,-54.86932887591128,-56.25041701339472,-57.82066341144531,-58.79683338356995,110.0,-23.49648,-51.8837951697701,-55.050181848279976,-56.438948385340936,-58.01945162202109,-58.993422334003135
100.0,-13.45384,-48.867019662016396,-52.082438552827576,-53.472445824008446,-54.91855153564177,-55.83347806033421,100.0,-16.53282,-54.82788419262453,-58.01787888780229,-59.39923160507128,-60.83667307452735,-61.73932331283331,100.0,-17.85649,-56.389298215930964,-59.58353419581693,-60.97140057472897,-62.40971633135908,-63.30377578248506,100.0,-19.69812,-56.89936798437604,-60.10048343672952,-61.49712131518111,-62.94217758443697,-63.83038358969326,100.0,-20.90669,-57.02926035764043,-60.23534244800944,-61.639508519304464,-63.09267933173361,-63.97676477043049
90.0,-130.51246,-56.247891546522105,-59.48661039029265,-60.891874890461224,-62.21250691207517,-63.038484031899216,90.0,-133.64899,-59.76423189213891,-62.98351707963851,-64.38265726842958,-65.6811859412075,-66.48664359684474,90.0,-135.00144,-60.9348301149259,-64.16236517168768,-65.56780584079091,-66.86613904503557,-67.6630940178192,90.0,-136.95817,-61.33029559542791,-64.5689557422792,-65.98240609565462,-67.28600753274452,-68.07665950731273,90.0,-138.25306,-61.413099098646,-64.66056727413086,-66.08090839763221,-67.39062260274035,-68.17600387713605
80.0,-88.50028,-61.390891452112015,-64.65953957941494,-66.08348763942345,-67.24671460854684,-67.96078970314878,80.0,-91.69435,-63.77382761038179,-67.0260099392035,-68.44460549479594,-69.58809946902856,-70.2856309325787,80.0,-93.07557,-64.58367018380808,-67.84614846933253,-69.27019488076529,-70.4162650300596,-71.10857099196936,80.0,-94.5719,-64.87802196851803,-68.15453264182388,-69.5853866141824,-70.73626999001695,-71.4230882255065,80.0,-95.49272,-64.9294446171726,-68.21775584239427,-69.65448465039253,-70.80958858289026,-71.49065250990371
70.0,-72.21336,-64.35804746264911,-67.66146272440054,-69.10639927360064,-70.08781235165624,-70.67330706426962,70.0,-75.46498,-66.63155904903614,-69.91770364824838,-71.35628590644676,-72.33557439469622,-72.91951840179169,70.0,-76.90376,-67.22047461612839,-70.51740997926287,-71.96020303232463,-72.94770839547874,-73.53194238014039,70.0,-78.11233,-67.45621114100477,-70.76887587486196,-72.21702498157731,-73.20947470341865,-73.78982839690505,70.0,-78.86049,-67.50204440485996,-70.82861163367792,-72.28137251359121,-73.27615392276182,-73.85074432262084
60.0,-116.41248,-65.8346569503851,-69.17386579671631,-70.63972379335348,-71.42972037810767,-71.88121562905151,60.0,-119.86554,-68.22959701148682,-71.54802521895289,-73.00588690877152,-73.82024301044135,-74.29104174844198,60.0,-121.39064,-68.77849304309784,-72.1073344787457,-73.56811930002834,-74.39716709914119,-74.87430469766782,60.0,-121.99492,-69.01609667362746,-72.36139252362987,-73.82603482596183,-74.66011392853886,-75.13515203328477,60.0,-122.2539,-69.08808378130281,-72.4485267111063,-73.91641019894553,-74.75078795589828,-75.22028622850885
50.0,-78.86049,-65.35602915420094,-68.72504611891878,-70.20891561100655,-70.81907670879592,-71.14719477570051,50.0,-82.42865,-68.56356190036541,-71.90991187594149,-73.38514598405557,-74.04278997354477,-74.4072542256793,50.0,-83.98253,-69.24614984022955,-72.60247409386398,-74.07965731350998,-74.7567146877918,-75.1320621967625,50.0,-84.0113,-69.5497160022571,-72.92254060637958,-74.40222340333908,-75.08366773633405,-75.45822597490228,50.0,-83.89619,-69.68016581080303,-73.06861233493629,-74.55019122421595,-75.22961422090209,-75.59884180256104
40.0,-64.58785,-63.62380044526748,-67.01297338921025,-68.51077942527328,-68.96762062130024,-69.1941140093903,40.0,-68.06969,-67.72438087688016,-71.09201842837955,-72.58170810329462,-73.09907404423514,-73.36971150125409,40.0,-69.62357,-68.6671168529327,-72.0449455604926,-73.5362135289353,-74.07355337147196,-74.35632106253107,40.0,-69.76744,-69.09017646411965,-72.48415689783518,-73.97685454496794,-74.51663661916537,-74.79892474584855,40.0,-69.70989,-69.30627402381778,-72.71569963958126,-74.20908683252023,-74.74415132675132,-75.02109891564498
30.0,-91.66558,-61.15841451934981,-64.55519873586684,-66.06143701573683,-66.40672832972484,-66.56309070596498,30.0,-95.46394,-65.8725994034551,-69.25330803315656,-70.75382362173386,-71.1536892038114,-71.34720877942868,30.0,-97.13292,-67.13475686555631,-70.5269758285637,-72.02946316991827,-72.44415354823786,-72.64671250386309,30.0,-96.06823,-67.70894279270752,-71.11679055719797,-72.62001234926132,-73.03361072669286,-73.23470514655011,30.0,-95.26251,-68.02771553144572,-71.45030595296109,-72.9532321080573,-73.35904514354347,-73.55444570023568
20.0,-57.59541,-57.705668310676565,-61.09334613863408,-62.600726102084074,-62.89233483567594,-63.019043889055496,20.0,-61.1348,-63.211578702634164,-66.59645923517381,-68.1038444195767,-68.41244406154831,-68.54760811955973,20.0,-62.71745,-64.78234192075,-68.18118228748047,-69.69167273406376,-70.00423164354669,-70.14114911889226,20.0,-62.51602,-65.51048192769638,-68.9243733330533,-70.43529330019416,-70.74172968023913,-70.87491494813958,20.0,-62.3146,-65.93521399859235,-69.36273491150112,-70.87264216643993,-71.16797484741717,-71.29474807782942
10.0,-49.48074,-53.83913012049253,-57.20552661464987,-58.7082320210256,-58.98794263034447,-59.11281854636915,10.0,-52.90502,-59.97512847961575,-63.355578713007816,-64.86598112580553,-65.10966021316531,-65.20493390882335,10.0,-54.45889,-61.770564654660284,-65.16809349204019,-66.68322961327877,-66.91612460525717,-67.00311021903019,10.0,-54.51644,-62.62486302329379,-66.03682136419118,-67.552419816702,-67.77314465506791,-67.85316000278927,10.0,-54.51644,-63.143473116706254,-66.56763065858664,-68.08177733171614,-68.28806413250544,-68.36066835760373
0.0,-44.27237,-50.20819410682819,-53.54862059672121,-55.04379889967318,-55.327890015034846,-55.460433644225624,0.0,-47.63911,-56.40017410755824,-59.76862372399671,-61.2786387362225,-61.48129710182149,-61.55314639566475,0.0,-49.13543,-58.273670880068074,-61.6622369738594,-63.17871405313843,-63.35490322751608,-63.40780404283865,0.0,-49.33686,-59.1990788653755,-62.60133484015587,-64.11854088236349,-64.27625623892708,-64.31850798896029,0.0,-49.45196,-59.78464528849421,-63.197421588797745,-64.71299192408428,-64.85323980192948,-64.8869720691502
-10.0,-40.30136,-46.94225792320541,-50.25500772993209,-51.74211811339332,-52.036418857605646,-52.179161892979224,-10.0,-43.61054,-52.692940025863905,-56.04316915700924,-57.55000193091192,-57.731949828896916,-57.79416335102328,-10.0,-45.07809,-54.46588953022563,-57.83848398658336,-59.35320851183939,-59.49487645182659,-59.52882355973447,-10.0,-45.39462,-55.38792779966421,-58.77323763129957,-60.289062707195995,-60.40656733053215,-60.426364653969785,-10.0,-45.53849,-56.0012067362937,-59.395156686375806,-60.909369459794725,-61.007042896971434,-61.01732962047534
-20.0,-37.04973,-44.09546150325807,-47.380766044223,-48.86061083434879,-49.16507925123664,-49.317948260274875,-20.0,-40.30136,-49.013324400843466,-52.34048396374102,-53.841943320952836,-54.01975979076771,-54.083443091899994,-20.0,-41.76891,-50.50997201507515,-53.86048587090469,-55.370689328483685,-55.49825455990913,-55.52700778057255,-20.0,-42.11421,-51.34526247089734,-54.70716838579616,-56.21882291565717,-56.31795174089236,-56.32981366981185,-20.0,-42.28687,-51.93875502461012,-55.30725319517447,-56.81746331161201,-56.89540880123462,-56.89712733534835
-30.0,-34.28728,-41.69780047568233,-44.95691093484702,-46.43075446829032,-46.742274827525456,-46.90398625851094,-30.0,-37.53891,-45.4722238418788,-48.77269284432937,-50.267079643152826,-50.45399514251548,-50.52785878801766,-30.0,-38.97768,-46.54893639407107,-49.872316870536174,-51.375625861579664,-51.5070299491974,-51.542522361616676,-30.0,-39.38054,-47.21627513301314,-50.54929900075656,-52.054286745881186,-52.15499930027337,-52.17206832779407,-30.0,-39.58197,-47.73921054303887,-51.07664052796683,-52.580428503520686,-52.65989521564279,-52.666762139173706
-40.0,-46.25788,-39.54193316898356,-42.77440147457121,-44.242185433804714,-44.56323294003921,-44.73541013898755,-40.0,-49.56706,-42.136194447380156,-45.40738223204937,-46.89335467499699,-47.09979657612991,-47.19051641276731,-40.0,-51.12094,-42.701250888247586,-45.993569259942355,-47.488039698406794,-47.63828953969502,-47.69035011582844,-40.0,-51.06338,-43.13128425096533,-46.43105113648059,-47.9272384854366,-48.04689221972356,-48.08047696592778,-40.0,-51.03461,-43.53482849794178,-46.83671059546662,-48.33195589930117,-48.43175942129641,-48.455814701894525
-50.0,-32.47443,-37.368068213709584,-40.572184723197644,-42.03159084897483,-42.37272564927047,-42.56093767359492,-50.0,-35.63973,-39.04188207490882,-42.282085911066574,-43.75859690260774,-43.992483815430425,-44.10492866387766,-50.0,-37.10728,-39.05905427631427,-42.31750202670357,-43.80162665029422,-43.98254955127363,-44.05877567568131,-50.0,-37.45259,-39.20126373110177,-42.46455714743514,-43.950216644135246,-44.10304450160895,-44.162302408107074,-50.0,-37.65402,-39.44332526973054,-42.70638198628985,-44.191317464486175,-44.32718176067278,-44.378390167153626
-60.0,-29.79831,-35.33152413432636,-38.50747350574631,-39.957506738563225,-40.32359176798709,-40.53024776117927,-60.0,-32.96361,-36.20946558843631,-39.41777247382484,-40.88408462504586,-41.15084112251405,-41.28816220846299,-60.0,-34.37361,-35.68856379399944,-38.9113920316885,-40.38408734217652,-40.60426696680061,-40.710023013407024,-60.0,-34.80524,-35.515156804117325,-38.7399113300673,-40.213740352586385,-40.410537875185405,-40.502299264869414,-60.0,-35.03545,-35.564306780924,-38.78646889155708,-40.259714789378386,-40.44381492122907,-40.5297977687545
