mV_1,uA_1,i1_bac1,i1_bac2,i1_bac3,i1_bac4,i1_bac5,mV_2,uA_2,i2_bac1,i2_bac2,i2_bac3,i2_bac4,i2_bac5,mV_3,uA_3,i3_bac1,i3_bac2,i3_bac3,i3_bac4,i3_bac5,mV_4,uA_4,i4_bac1,i4_bac2,i4_bac3,i4_bac4,i4_bac5,mV_5,uA_5,i5_bac1,i5_bac2,i5_bac3,i5_bac4,i5_bac5
200.0,91.11622,86.54986000982993,79.42782325246434,77.65267451573546,76.55865875318499,75.66942665269146,200.0,83.6346,91.61345802717109,84.75897375235519,83.11389307962384,82.02917052515909,81.11364123451014,200.0,81.41889,93.12378265902143,86.32904912314609,84.7140850778104,83.62972774795229,82.70516344606783,200.0,80.03766,93.81954099105609,87.05827870083446,85.45264442082728,84.36936922270205,83.43953044352173,200.0,79.00175,94.19823616723721,87.46082250723911,85.85835524816684,84.77515850593711,83.84056362921194
210.0,83.95113,86.85727769997575,79.69993939243741,78.07446465369186,77.07780762798346,76.31824728341468,210.0,76.3544,92.95197690876475,85.97964179199577,84.47148208339593,83.4961926902651,82.73917231909115,210.0,74.13869,94.51313789718587,87.56999605715244,86.08110448748322,85.11361765548604,84.35744965256582,210.0,72.81503,95.18009161523293,88.25884529671771,86.77546832152103,85.81318144964067,85.05575394910836,210.0,71.83666,95.53288595604764,88.62931403145069,87.147327031663,86.18690560736123,85.42684316486252
220.0,78.33992,87.32802153041501,80.16248552101192,78.7249745325091,77.8473565730456,77.23166254809843,220.0,70.71442,93.53309176093765,86.42930766645019,85.05433568494317,84.1980776765632,83.60927180351776,220.0,68.4987,95.05275275927386,87.94536743358391,86.57485568873815,85.73281169428665,85.15307636153065,220.0,67.20381,95.67937350417202,88.5816878607581,87.21260238294484,86.37907892899625,85.80155296886086,220.0,66.28298,96.0016647757496,88.91474735728285,87.54525536033219,86.71479308420834,86.1366286471433
230.0,73.82217,88.36410550792736,81.22067721456041,80.0206802467864,79.28963727026328,78.83760378090291,230.0,66.13912,93.37869870715885,86.12971179505855,84.87372014931098,84.14148824741338,83.72570990778628,230.0,63.98095,94.76592552506573,87.4855939144519,86.22038440641083,85.50848971018537,85.10777709122019,230.0,62.68605,95.3430230014294,88.06105354097564,86.79410957818016,86.09314643126741,85.69748044380586,230.0,61.82279,95.63192754359594,88.35355516599103,87.0848002526291,86.38749092227822,85.99306875940016
240.0,152.23534,88.9985818572076,81.77693075312094,80.76320338042608,80.15604516643916,79.87614877694091,240.0,152.83962,92.47347709763474,85.06538320069053,83.90216243993873,83.29342991909706,83.04952291618761,240.0,157.73143,93.69934058832011,86.24485044833193,85.06713097382138,84.48581957132645,84.26099673904966,240.0,160.09103,94.22262506873764,86.75713041504052,85.5764950773002,85.00753704360126,84.79001995890941,240.0,160.40758,94.47636265938776,87.00743417012255,85.82431556624799,85.259060194848,85.04460448720978
250.0,101.2452,87.62943405661885,80.12661952656774,79.11113036188678,78.54366810024057,78.41448401649731,250.0,91.34643,90.81798945189415,83.24295117010723,82.13830243539914,81.6486058956156,81.56906751350672,250.0,91.26011,91.92359237653743,84.30165544890048,83.190183568642,82.73546375138356,82.67768443132739,250.0,90.59827,92.39320739912255,84.75323597774428,83.6401432535931,83.19810882465637,83.14948335706079,250.0,91.0299,92.61031477112724,84.96030868661688,83.84499254297437,83.40629301969203,83.36255726722177
260.0,88.84297,84.75119154574196,76.95137226497127,75.80664319808325,75.26073179123124,75.25381202947621,260.0,79.00175,88.4910432806192,80.75605527907594,79.67698786122078,79.30114171732022,79.37295587614665,260.0,78.08094,89.53290311298962,81.75831945859214,80.69012956507466,80.35360219155119,80.44862213107194,260.0,75.894,89.94966743707248,82.15191787772113,81.08559364349163,80.76091463791738,80.86676269236375,260.0,75.95156,90.12811680455339,82.31432552186085,81.24699520158244,80.92505744500107,81.03771655925053
270.0,81.50521,81.52537298638548,73.5563111420167,72.28228320016824,71.82424466967059,71.93213969877074,270.0,72.00931,85.64258816336499,77.77141879658282,76.69340675917998,76.42602878855962,76.63180795427404,270.0,69.36197,86.64127881069099,78.7364124515318,77.6884505258287,77.45736960917768,77.68613357761944,270.0,68.12462,87.00216433485734,79.07001296430394,78.0286805284134,77.80756114499151,78.0489361150385,270.0,68.00953,87.13862168833076,79.18508634602962,78.14478409976252,77.92583234141223,78.17609827656415
280.0,76.23931,78.26726114281921,70.22753895920364,68.89276743630344,68.58669094274673,68.82293284796579,280.0,67.11749,82.44316025566509,74.47085824536664,73.37854978035806,73.21064287323043,73.52880323016076,280.0,64.00974,83.3751135686846,75.36855445213529,74.31885070960902,74.17622125343796,74.515674532216,280.0,62.88748,83.67068243561255,75.63290629842166,74.59478180515598,74.45967926210756,74.81395501732051,280.0,62.65729,83.76017669785584,75.69637640241658,74.66188313020528,74.52867498426944,74.89410391535755
290.0,72.15319,75.12157242808082,67.08232081868496,65.79762179756105,65.69785419533281,66.09223496162443,290.0,63.3479,79.05191004026706,71.01821639844377,69.90084471629218,69.81519671176862,70.21884142201021,290.0,60.03872,79.86445768437693,71.78910906360157,70.71742641010448,70.64232257689848,71.0664466903487,290.0,58.94525,80.07915661791418,71.96842266610336,70.91263470331023,70.84295938409322,71.2848526744538,290.0,58.62871,80.115324023512,71.97468741226808,70.92538829229107,70.85790801397297,71.31335589391958
300.0,68.67136,72.1586475184825,64.16349408557255,62.95659624530422,63.02119843256819,63.52603348635497,300.0,60.55667,75.60558778057313,67.55018630592616,66.39572521101753,66.3643820992679,66.82065341065034,300.0,63.43423,76.23493397212422,68.12588914032808,67.01408263228531,66.98243606068246,67.46355772654074,300.0,68.93033,76.34963196668342,68.20085418604002,67.10825135877121,67.08127019951239,67.58397993109692,300.0,74.31136,76.32553030940042,68.14384776586839,67.06053651097466,67.03683168972913,67.55550629708299
310.0,66.02401,69.40841548498359,61.47911474482033,60.24839015318831,60.31121568331636,60.775849487398,310.0,57.73668,72.21438626676483,64.17401621598806,62.96753618404948,62.95483103337052,63.428285846552846,310.0,56.72954,72.60120761296689,64.49370868974059,63.3260915325224,63.31206152900409,63.82242525067394,310.0,57.33383,72.5969002394623,64.44557795144178,63.29940625390595,63.29130608508392,63.827698025056264,310.0,58.19709,72.50624061553002,64.32006018283968,63.18564191040463,63.182757694186925,63.73730982259646
320.0,63.60687,66.87400220277533,59.02771365639898,57.70172281963621,57.65811122507505,57.99228229414557,320.0,55.52096,68.96162296669476,60.96863433356146,59.69589326446774,59.666259352454595,60.125882347497175,320.0,54.13975,69.06228974717162,60.98994784163093,59.753763149860056,59.73151113426889,60.24491236109593,320.0,54.13975,68.9239617366813,60.804606293132146,59.591041227473,59.578076910634884,60.121829991073916,320.0,54.45627,68.76251981301439,60.60760832327271,59.40766936847476,59.40262572855784,59.966220792934074
330.0,61.47749,64.54686660745288,56.79913491618059,55.37865997104404,55.220648628456814,55.429235386929854,330.0,53.593,65.90575087842083,57.987384040076805,56.6385113150579,56.56277570902692,56.98703770291609,330.0,52.01037,65.6986722166485,57.69203839579084,56.3779003629997,56.32337197534519,56.816500109743316,330.0,51.72261,65.41854536851659,57.36328520098243,56.071800751045046,56.03143118454185,56.55806111063225,330.0,51.26219,65.18549223783607,57.09543577098323,55.818657872118244,55.78941115321358,56.3367257896223
340.0,59.57832,62.4151132910924,54.77527679476881,53.268970824414914,53.003109746579675,53.12251151907627,340.0,51.86648,63.08356323965018,55.261602821162434,53.83186447694408,53.68903281249779,54.066120957361626,340.0,50.1975,62.571122940396585,54.6566443257429,53.2587719509795,53.15113410953139,53.60435867958213,340.0,49.7371,62.15080388436987,54.188235004465234,52.81179402171209,52.723708337234285,53.21140206658258,340.0,48.93138,61.849725577178724,53.854731160636746,52.49313728264518,52.41946852112754,52.927564632336704
350.0,57.88056,60.46412124515573,52.936850774375166,51.35526624008295,50.99324248808838,51.080206757534896,350.0,50.34138,60.51381255545041,52.80463711860731,51.293712920542674,51.070419491975436,51.395309216772255,350.0,48.58608,59.720879433289774,51.92024214596013,50.436423409685695,50.25901058209727,50.65658289691347,350.0,48.01057,59.17219699105398,51.32652133552691,49.8615828172167,49.708538120232944,50.13876476378008,350.0,47.06098,58.81163461908225,50.93757951177189,49.48660893628267,49.35088820812174,49.799928265054
360.0,56.38422,58.67746270330201,51.26446403000195,49.618403566778866,49.17359961341463,49.29490287180245,360.0,48.96016,58.200874171841605,50.61584952645178,49.02689560891299,48.716261338503834,48.986332731750515,360.0,47.14731,57.17093979762329,49.5007743265782,47.93209549838365,47.672878094544814,48.00272466169165,360.0,46.48547,56.515488855736834,48.805958709230474,47.25231226670946,47.0207332029864,47.37863072317783,360.0,45.42078,56.108911112179314,48.3766686200533,46.835089197142054,46.622876496184276,46.9966569038695
370.0,54.83037,57.04050350583701,49.74202809408628,48.04137861202832,47.52414027073877,47.685318397440625,370.0,47.55017,56.13821665161831,48.68428468636011,47.022990133663676,46.62331887363059,46.834385998901546,370.0,45.7373,54.92814594641033,47.4000491306152,45.75045367344222,45.40210318217822,45.65547881322943,370.0,45.21935,54.19572112385774,46.63638594806738,44.996837080557334,44.67715691987722,44.951717843878214,370.0,48.44219,53.76092284499964,46.185975867087244,44.555650653621115,44.25610778930979,44.542399815993036
380.0,53.67933,55.54038677411016,48.3552485795594,46.60822287490924,46.02466344198384,46.1465701943476,380.0,46.54302,54.31146357279432,46.99181315756143,45.265556822396206,44.77917177377345,44.92491112448091,380.0,44.67261,52.98577155743002,45.60658661050989,43.88232888118618,43.44196915441179,43.613192804521525,380.0,43.92445,52.21197851205086,44.811712150768955,43.091651271496055,42.67839927818505,42.86248703180196,380.0,44.06834,51.76997208765423,44.362308796655164,42.647841920298184,42.25394485863475,42.44464361655756
390.0,52.49955,54.1614661423064,47.086964671424035,45.30110030844911,44.65909768294547,44.69410628721309,390.0,45.47833,52.701023170726295,45.515791484843646,43.73294352780891,43.16523167724232,43.24005729895876,390.0,43.57915,51.3263606117791,44.0986519259658,42.307703736158686,41.7764339370815,41.86275768083107,390.0,42.77343,50.54974004605293,43.31251223264725,41.51940539635135,41.011064544823014,41.10128770211053,390.0,42.68711,50.1232632674459,42.887534541796384,41.095826484924046,40.60438187205911,40.69547261142229
400.0,51.40608,52.88895713706813,45.921635765797866,44.10428388954177,43.4135251984964,43.36810619611332,400.0,44.49996,51.284368335132164,44.23134353713866,42.40069039181119,41.75920822221611,41.760774047301254,400.0,42.572,49.92460197410493,42.84726180592751,40.998719600013644,40.38098451743301,40.38248407837033,400.0,41.76628,49.183602789526454,42.10894941275673,40.251789808396566,39.650462402196524,39.646926017466335,400.0,41.53609,48.795403377697426,41.7313095820657,39.871054909774976,39.28253701222738,39.27389476042808
410.0,50.39893,51.711245023910806,44.84759994046544,43.00546930267678,42.2738787143911,42.15861891414637,410.0,43.57915,50.03790291997226,43.113182204597386,41.24344937229778,40.5370623888968,40.46648975170677,410.0,41.65118,48.750065857253404,41.81899375396811,39.92252396207873,39.22540036697052,39.144764878449244,410.0,40.8167,48.08017355364236,41.16381511440383,39.25257229829394,38.563499239290024,38.469448681471924,410.0,40.52894,47.75124618127073,40.8541120908721,38.93527294164794,38.253507089793985,38.14855092056298
420.0,49.44934,50.617731569123315,43.85491765562824,41.993576318799406,41.22782877308927,41.053451324852595,420.0,42.71587,48.93834846919992,42.1369005718518,40.23638237318968,39.47454864302554,39.335640976933654,420.0,40.78792,47.76967084422994,40.97847378243335,39.04382461569723,38.27628571089539,38.11847548104078,420.0,39.92466,47.20094443895224,40.43550115660061,38.48060043900443,37.711583282559126,37.53295822632205,420.0,39.60814,46.94889183130276,40.21038306881087,38.24366968743734,37.4753950565073,37.28062232924217
430.0,48.44219,49.60094721611759,42.93659348085566,41.06036295159253,40.26678425131582,40.04251083886848,430.0,41.82385,47.963693370674875,41.2797963198895,39.356109101471645,38.54833077548308,38.34674701136521,430.0,39.89589,46.94979486733249,40.290466304182935,38.327064888399846,37.499274032883825,37.27108124649789,430.0,39.00385,46.504996823517565,39.88075129584629,37.89260936617547,37.05338345065244,36.79830424013908,430.0,38.65853,46.34266540518052,39.751597602120235,37.74798318778542,36.90233125404101,36.626760051867436
440.0,47.69404,48.65513301789513,42.08625528056236,40.19849117760819,39.38300192669002,39.11668440441332,440.0,41.19078,47.093746062869705,40.52131979174582,38.58127461717245,37.736672681027514,37.4791994024764,440.0,39.26282,46.25798574491237,39.72153341805965,37.73817740434757,36.86084914706161,36.570409663099085,440.0,38.37078,45.95141219746122,39.4570755679749,37.445711054040956,36.54731367164653,36.225525523965054,440.0,37.9967,45.88591882841888,39.4291115169816,37.39940316478292,36.4873285778302,36.141878174963836
450.0,46.9171,47.77213351313883,41.294941464584554,39.39871763148714,38.566283972615096,38.26444665242014,450.0,40.50016,46.31042481830179,39.843310571642014,37.89287462671285,37.01987100115615,36.71383040482212,450.0,38.54345,45.6642626347357,39.24126528438511,37.24590902059378,36.32976347822274,35.98606091011092,450.0,37.6514,45.50130387309655,39.12474822661313,37.09947813353867,36.15364882710984,35.77595004906625,450.0,37.27732,45.53352826209721,39.19665877511112,37.15113985041356,36.18483814089569,35.78167756705615
460.0,46.16894,46.944134770372216,40.554719593017985,38.65349393154878,37.80798279413519,37.47577893675768,460.0,39.83833,45.597946372441086,39.23015709059233,37.27445415826668,36.38056859875207,36.033365137360704,460.0,37.8816,45.142025236334504,38.82310586360543,36.82273443052439,35.87806027770732,35.49045345029291,460.0,36.98957,45.11941838142212,38.848345768200815,36.81757127146836,35.83621280938208,35.413891651893614,460.0,36.58671,45.24399068310659,39.012408524416095,36.96056098714539,35.95290302744587,35.50479671801281
470.0,45.47833,46.16549092119594,39.860504410709424,37.95741066967476,37.10184029994837,36.74338674031249,470.0,39.20528,44.942906072080234,38.66882836585264,36.71214673115117,35.803903949578064,35.42270273471375,470.0,37.27732,44.668602872360616,38.444811592334474,36.44539229408689,35.4817233279346,35.05951790975836,470.0,36.38528,44.77528731339608,38.59781375814286,36.56889212378295,35.56361137556719,35.107913039693926,470.0,35.98242,44.9810566612193,38.84052530670203,36.79083382982112,35.75484093526743,35.27451823073799
480.0,44.81649,45.430957808575194,39.20832835004043,37.3049794848178,36.44171556907565,36.060826534740286,480.0,38.60099,44.334211097091405,38.148724198846836,36.19455503169867,35.27747892939886,34.868986372828374,480.0,36.70181,44.22548618081482,38.08859115344147,36.09509026432536,35.12099114723597,34.673067037794894,480.0,35.80977,44.443938184133714,38.34907878018322,36.3282725604751,35.3100111677923,34.831652511949336,480.0,35.34935,44.71486904915509,38.652209363492176,36.61204303817414,35.56041973378039,35.05999187029998
490.0,44.15466,44.73628613143317,38.59461788224951,36.69167711784503,35.822586248645514,35.42302079539358,490.0,38.05426,43.762914177225994,37.66141187187965,35.712551816088514,34.79122025268744,34.36152354050556,490.0,36.12629,43.798292620151045,37.74098375945437,35.757434245031824,34.78038358293195,34.3148826505694,490.0,35.23426,44.1061957791288,38.08424407226913,36.07673435784048,35.055490484697,34.56423577651965,490.0,34.80262,44.422607620139715,38.42622448924952,36.4017868652611,35.34652133181537,34.836965828226326
500.0,43.49281,44.079345879474126,38.01642812422426,36.115052236403784,35.2416226773204,34.82639487910012,500.0,37.47875,43.22196402770442,37.20032235822853,35.25901124304719,34.33714872495948,33.891594460017586,500.0,35.55078,43.37652194883782,37.39253781069063,35.422141106755134,34.44849489383293,33.97256937541422,500.0,34.65875,43.74862290582081,37.79142383755976,35.80137138200449,34.78600651191133,34.29031357066772,500.0,34.19834,44.0886661862655,38.148947112449264,36.14528157285876,35.09731724563631,34.58804551665204
510.0,42.97487,43.458121309123804,37.47125196098081,35.57269907960215,34.69613763583402,34.267711950809606,510.0,37.01833,42.70588015590231,36.76043369158801,34.82847173519923,33.90906118959308,33.452177970352274,510.0,35.11916,42.95315950199699,37.03735053067148,35.08259448477457,34.11761002408466,33.637229394195415,510.0,34.22712,43.36316136372312,37.46428176727494,35.49491835784496,34.49303749012393,33.99978004608293,510.0,33.76671,43.704410415794854,37.81399134819389,35.83502653956073,34.80400277663932,34.302522625577794
520.0,42.42812,42.86871333215125,36.95545731035557,35.0607014598967,34.18201209018378,33.74246323443172,520.0,36.55793,42.21044737763372,36.33798355628814,34.416818717629596,33.50221694014651,33.03767491536298,520.0,34.62997,42.52418331319313,36.67252389352385,34.7353006998493,33.78320012486916,33.30301252048004,520.0,33.73793,42.94654042223598,37.10134434351623,35.155076882712244,34.17296679594036,33.68723598018203,520.0,33.27753,43.267580874517265,37.42148021632445,35.47009950981668,34.46415505233233,33.975835606920086
530.0,41.91017,42.30742033596828,36.46545094917748,34.57571263630908,33.695761257126684,33.2464423672525,530.0,36.09753,41.73250428293379,35.9302541332209,34.02104676407875,33.113091142345816,32.6436874998793,530.0,34.19834,42.0880240922765,36.29758362246506,34.37929462894355,33.443347824366974,32.966591158666304,530.0,33.30631,42.49952164032061,36.705159708226226,34.78367095559708,33.826279521279595,33.351265130607956,530.0,32.84589,42.7814165863604,36.97704301765592,35.05516270918634,34.0807930468358,33.60873582540192
540.0,41.39221,41.77189782360059,35.99884583336694,34.115204633336944,33.23477513022726,32.776405705874794,540.0,35.66589,41.26977730637554,35.53540101876639,33.639059767551906,32.73915646901319,32.266826579611795,540.0,33.76671,41.64501647693911,35.913897629025485,34.01553514503447,33.09814391770476,32.62660168845781,540.0,32.87467,42.02604628716337,36.281369230500104,34.385701786982196,33.45664155381985,32.993592077725445,540.0,32.41427,42.25357983760439,36.49062331185083,34.59926632235221,33.66122511924779,33.206241321479915
550.0,40.93181,41.26007281770358,35.55383998057454,33.67683749458757,32.7966828985397,32.32986190541793,550.0,35.23426,40.82070768111045,35.15227901211563,33.269477825077246,32.3786637889787,31.904506581351836,550.0,33.36385,41.196870571989216,35.52412097570834,33.646320503039,32.74908902001994,32.283086296672,550.0,32.47181,41.532345935918705,35.83775242309152,33.96836603675378,33.06992726302161,32.61818651774075,550.0,31.98262,41.694963517342075,35.97518160925819,34.11453657545518,33.21577191663834,32.776462740686895
560.0,40.44262,40.77000970726788,35.129099085907384,33.25877440009756,32.37966573798016,31.90537721600235,560.0,34.83141,40.384288222512616,34.78026530167623,32.91145977219425,32.03043264300133,31.554720296708243,560.0,32.96099,40.74618591373179,35.13168761272835,33.274746778721884,32.39852732175782,31.936963825052544,560.0,32.06895,41.026068981076776,35.38329753010288,33.540093871070304,32.67325555340123,32.23037299214095,560.0,31.57977,41.118458676041094,35.44537251674907,33.61483205946532,32.75645022290462,32.3293839963036
570.0,39.98222,40.300718023359735,34.72366996324526,32.860029098630854,31.98233849667987,31.50154864415805,570.0,34.42855,39.959916616764886,34.419092412189684,32.56453269151713,31.693651733902055,31.215804541897867,570.0,32.55813,40.2960239239217,34.740363608999814,32.904226269472716,32.04913390857963,31.589553924655988,570.0,31.69487,40.51546670512051,34.92734074977967,33.109654171482404,32.27408601623272,31.83599716304347,570.0,31.20569,40.537752996280666,34.91626849821969,33.11444476865468,32.29569717506679,31.875674302770562
580.0,39.57936,39.851154681295654,34.336452282564764,32.479934851293805,31.603193085579566,31.116446186003287,580.0,34.08325,39.547254960156344,34.06870112097124,32.22841752084694,31.36769465930248,30.886234658883744,580.0,32.21284,39.84954931284315,34.35387142523039,32.5380777627081,31.703471946304706,31.24217432105852,580.0,31.34957,40.00867279554638,34.47880733634466,32.6853645628622,31.87941783763617,31.440690551301095,580.0,30.86039,39.9662213555126,34.402192480488615,32.626912444267596,31.84520496992986,31.42559909455011
590.0,39.14772,39.41968988609012,33.965660599602685,32.116701246810734,31.24050080824328,30.747487948887823,590.0,33.73793,39.1461202711424,33.72913670447947,31.902882363224684,31.05196922655238,30.56448436519019,590.0,31.8963,39.409745996639174,33.97558970937866,32.179196520194914,31.36363126247297,30.895825251430523,590.0,31.00426,39.51310048472606,34.04557829805741,32.27443419793574,31.495124549461252,31.049265675910835,590.0,30.54386,39.415958458910495,33.91571007637649,32.16399703072463,31.414924522392273,30.98808582071416
600.0,38.77364,39.0049347470144,33.60964187317491,31.768231883162194,30.892666969497355,30.392206001716904,600.0,33.39263,38.756422223607174,33.40049628840698,31.587661565492976,30.745803203700337,30.248950113580076,600.0,31.551,38.97920822460312,33.60832799838755,31.829807290244286,31.03095522920999,30.550968369932793,600.0,30.68774,39.03497224006798,33.633997536208895,31.882457869031892,31.125448087899258,30.66526329290051,600.0,30.19856,38.89699140975909,33.46681995068005,31.73487113410566,31.012283265386838,30.569987469405817
600.0,38.37078,38.60565085347571,33.26770124735516,31.433388140363302,30.55812726259591,30.049019780339346,600.0,33.04732,38.37812699412076,33.08289059324118,31.282412354506032,30.4483544954504,29.93790236460158,600.0,31.23447,38.56000304288557,33.254171523804494,31.491298753010874,30.705858821900968,30.207401403047363,600.0,30.37121,38.57898856086572,33.24852641106563,31.513071359017662,30.772666307798083,30.29066342383109,600.0,29.88202,38.41669774731812,33.06236845069723,31.345540993667328,30.641648098460532,30.17557267906704
590.0,37.9967,38.22113668935336,32.93959022277037,31.111448726190574,30.235713366464303,29.71620021139636,590.0,32.7308,38.011225692944286,32.77638313432264,30.986658911808217,30.15853400937758,29.62944109138086,590.0,30.91793,38.15359720573685,32.91438960458975,31.164134772428433,30.38773789047859,29.864226027557322,590.0,30.05467,38.14813521936894,32.89154608636475,31.16777025210311,30.4369393335868,29.925762473016245,590.0,29.59427,37.97944247798267,32.70570255711554,30.998521198897006,30.304050018326407,29.806257115455388
580.0,37.6514,37.850715372235726,32.62455751817191,30.801596294687922,29.924577154674843,29.391290629950213,580.0,32.44303,37.65570025777539,32.480921205581325,30.699725397178923,29.8749301362184,29.321484635606108,580.0,30.63018,37.760840447021366,32.589401616414456,30.84783744838253,30.07496809237528,29.519904017349248,580.0,29.76692,37.743622342595536,32.56330260507809,30.845887796420158,30.11633202934489,29.56921017922275,580.0,29.30651,37.58643638141686,32.39656384117499,30.692763648874966,29.997172734302296,29.460577025939394
570.0,37.30609,37.493224152868116,32.321300495691005,30.502397184782243,29.623201847269158,29.071880753548204,570.0,32.15528,37.31150156979127,32.196295151976514,30.42068930880829,29.595746763299207,29.011814339719734,570.0,30.37121,37.38199670004432,32.278795089109735,30.541037277307257,29.764991023763884,29.172393751615505,570.0,29.50794,37.36494404002201,32.26198533026128,30.544721760484325,29.80700244430969,29.218192533314912,570.0,29.01876,37.235807683505676,32.13121566981713,30.423831383799023,29.715594032827514,29.134393020132336
560.0,37.04711,37.14647255775123,32.02788016991182,30.211241988359983,29.328837186767828,28.754516980799185,560.0,31.92508,36.97856921279035,31.922140879649124,30.148387348980275,29.318797344462798,28.698176022078,560.0,30.141,37.016814088213316,31.981389732487198,30.24158475720828,29.454483430923244,28.819355298220785,560.0,29.27773,37.01004372074247,31.983925936364326,30.259795391573128,29.50353927989762,28.868740194182465,560.0,28.81733,36.92287022862879,31.90278650722056,30.18429714915465,29.451256182447356,28.821300570613555
550.0,36.64425,36.80850022151794,31.742528764708243,29.926043606532534,29.038721118564183,28.43494510242197,550.0,31.60855,36.65689302765669,31.657971811686107,29.881470205792965,29.041569681692756,28.378454452961165,550.0,29.82446,36.664622800900936,31.69533973296523,29.946715399196396,29.13960191891922,28.458407915903212,550.0,28.98998,36.67556768286982,31.72390238309838,29.985233437779364,29.199425202779395,28.51613645378142,550.0,28.5008,36.64056363511557,31.701803868899393,29.964337037460197,29.194130580423717,28.513213796522972
540.0,36.32772,36.479782989025765,31.464935453274094,29.646501463745537,28.75130038165917,28.110167759864638,540.0,31.34957,36.346543313575935,31.403190420488283,29.618437591516482,28.76131157657781,28.05089302119995,540.0,29.56549,36.32444904459767,31.418266162735883,29.65325833487525,28.816291594105707,28.087419424889987,540.0,28.731,36.35718788694932,31.475530100676547,29.714230666701713,28.88759724974494,28.155394567646375,540.0,28.24182,36.380034589047355,31.51688629844369,29.752481399930836,28.9330324097843,28.201081026832675
530.0,36.03996,36.16046375764201,31.194826262036106,29.372214837980664,28.4651965658926,27.776383317031296,530.0,31.09058,36.04761837116506,31.157044646925172,29.357615011976584,28.475096127267317,27.71431546916764,530.0,29.30651,35.995135446188016,31.147413011199713,29.357879567241913,28.480644852126773,27.70480381353234,530.0,28.47202,36.0499738846659,31.231720783965326,29.439587313011323,28.561070724018876,27.781771408064174,530.0,28.01161,36.13132338651012,31.33555464525598,29.53647851570693,28.656533547421308,27.875684609982667
520.0,35.72345,35.84942808068625,30.931012630951994,29.101724009557923,28.17818334987367,27.42733898495384,520.0,30.86039,35.76017515672473,30.918568360253587,29.097129729068953,28.1798997300356,27.368400365126455,520.0,29.0763,35.67546207364473,30.879822965762113,29.057352846341757,28.12929558020982,27.309801323210287,520.0,28.24182,35.748793394912546,30.985187494169107,29.154283249565182,28.213588922226158,27.391283009350325,520.0,27.78142,35.88411601814067,31.145118923805107,29.30422133230096,28.35391656591239,27.52847354913079
510.0,35.43569,35.54609855573196,30.672247489569713,28.832415728755358,27.886575323442546,27.055325124684376,510.0,30.6014,35.484186760169514,30.68654569013381,28.834951392621942,27.872755838173347,27.01406384339539,510.0,28.87487,35.364263809008115,30.612529928395478,28.748850434915557,27.759831412319834,26.90271122684383,510.0,28.04039,35.44872070791621,30.728972975492663,28.852060250830313,27.840257807580347,26.981187769061204,510.0,27.55121,35.62851945820701,30.933593168984427,29.044684050124577,28.016109617046038,27.15237584439724
500.0,35.1767,35.24946483620151,30.417144519573178,28.560819793217355,27.585455823059284,26.651142348307832,500.0,30.39999,35.219497245844025,30.459488593243627,28.569012211589158,27.551018462844464,26.653921831942768,500.0,28.64468,35.060539111761535,30.342763909954034,28.430241691522095,27.371200765912583,26.485041258370877,500.0,27.81018,35.1454317942009,30.456976123884814,28.527979532482412,27.438122540723214,26.550405081126794,500.0,27.321,35.355816366047364,30.690588066021032,28.74881355437495,27.63654147559445,26.74253790107041
490.0,34.97527,34.956617994033145,30.16222153749689,28.28191717769018,27.267891227081364,26.258106149303323,490.0,30.2561,34.9657960144554,30.235647305027697,28.297407381155647,27.21274695992999,26.29193317717011,490.0,28.52958,34.76354410276895,30.068161516571504,28.100381225094,26.964083162470253,26.059545625292277,490.0,27.69508,34.83556471074243,30.16444949084225,28.17892008297473,27.00664199321189,26.09984116538089,490.0,23.72406,35.05915517465725,30.40812989383296,28.410320874116987,27.21185823926152,26.29694093266929
480.0,34.62997,34.66489443814075,29.90400836036413,27.99021518421356,26.925414339664265,25.92772169447164,480.0,29.93957,34.72263435570764,30.013081689545658,28.01866912791095,26.857214773281314,25.931231911228394,480.0,28.21304,34.47286392489061,29.7869714981519,27.759361873532583,26.54118232401248,25.630176297349347,480.0,27.40732,34.51702376712571,29.84843881993463,27.8039826073782,26.548018581372993,25.632598897326165,480.0,26.40019,34.73413262593135,30.0813547067329,28.02632016581462,26.742448260408434,25.81684880334057
470.0,34.371,34.37403639702834,29.642088143300406,27.682191310010637,26.550274973430845,25.611955385914296,470.0,29.70937,34.48939752559466,29.789705211682985,27.73204095468627,26.48548307087066,25.572503607975378,470.0,28.01161,34.18845147059019,29.49824098988586,27.408702629850133,26.107393610977844,25.20203326265425,470.0,27.20591,34.189206165512005,29.508134271679122,27.404764707241835,26.06734463472963,25.15405186470009,470.0,26.28509,34.37922835045179,29.70902896021295,27.59776735848293,26.23272987584942,25.307048069683695
460.0,34.11201,34.08337565664181,29.374870054910744,27.352330719076093,26.132603744719137,25.252988576147917,460.0,29.53671,34.26516829727753,29.563236082142062,27.437706211309255,26.100975131878194,25.215665995509568,460.0,27.83896,33.91062502888256,29.20196752331404,27.05143988689176,25.66979294614345,24.781357053753823,460.0,27.00448,33.85313069351185,29.145102590405667,26.98547569973369,25.57253366992729,24.67176272680912,460.0,26.1412,33.99605523479906,29.293852238362245,27.12965768678391,25.691167315191656,24.775849075209013
